Nome;cluster;pc1;pc2
Flower Pot (Fairy Dancer Flower);4;0.06767653;-0.44603965
Flower Pot (Finger Snapper Plant);4;0.27482837;-0.22543836
Flower Pot (Lizard Tongue Plant);3;-0.016816214;-0.4227608
Flower Pot (Midnight Bloom Flower);4;0.23832513;-0.25622377
Flower Pot (Winterblossom);4;0.23039594;-0.20892935
Fresh Hydra Herbs;4;0.24789748;-0.09440893
Frostbite Herb;4;0.17235969;-0.20996398
Goat Grass;3;-0.27262694;-0.20875806
God Flowers;4;0.0216815;-0.16816397
Grave Flower;3;-0.28178835;-0.2070659
Honey Flower;4;0.2346419;-0.22275007
Honey Palm Bark;4;0.258504;-0.14959265
Hydra Tongue;4;0.25564757;0.077389844
Ice Flower Seeds;4;0.24913616;-0.21617165
Indoor Plant;4;0.3121356;-0.033400778
Lion's Mane Flower;3;-0.050187055;-0.152036
Marvelous Ice Flowers;4;0.20766929;-0.3413914
Megasylvan Sapling;4;0.20546292;-0.047775406
Moon Flower;4;0.1759848;-0.23326246
Moon Mint;4;0.36767697;-0.035336945
Moonlight Ipomea's Stamen;1;0.20998174;-0.07261721
Orange Star;1;0.19753137;0.111037545
Piece of Cactus;4;0.22345757;-0.1422352
Potted Flower;4;0.22389442;-0.19922201
Powder Herb;3;-0.22044928;-0.25048465
Pretty Ice Flower;4;0.31089216;-0.37499547
Puny Ice Flower;4;0.2613309;-0.29382667
Purple Kiss Blossom;4;0.2466994;-0.31673554
Purple Nightshade Blossoms;1;0.24034224;-0.31040135
Red Rose;2;-0.22271803;0.039190833
Rosebush (Item);4;0.2153697;-0.029403064
Rotten Heart of a Tree;3;-0.04903724;-0.045984212
Seeds;3;-0.28687447;-0.13524605
Shadow Herb;3;-0.24540691;-0.2560686
Sling Herb;3;-0.28368258;-0.2932356
Star Herb;3;-0.076694995;-0.26513427
Stone Herb;3;-0.11961481;-0.25972039
Troll Green;3;-0.2579171;-0.0944129
Tulip;4;0.3066874;-0.03521995
Veldt Flowers;4;0.25284356;-0.17665067
Wild Desert Rose;4;0.046371557;-0.16379306
Witches' Cap Spot;3;-0.06291212;-0.07457807
Withered Plant;4;0.2231355;-0.057340104
Yellow Rose;4;0.25239906;-0.040691026
Adamant Shield;0;-0.005337265;0.35046014
Arcane Insignia;0;0.19842084;0.28142908
Armillary Sphere;5;0.26638252;0.004812974
Aurora's Collection;1;0.12320807;-0.028211074
Aylie;5;0.2527306;0.059229456
Baby Munster;5;0.33419305;-0.04073394
Badge of Glory;0;0.15440147;0.14442645
Banor Doll;5;0.19176315;-0.24287589
Bard Doll;5;0.069376156;-0.29518172
Beaver of Wisdom;5;0.0669832;0.022311358
Bella Bonecrusher's Doll;1;0.21551147;-0.31601393
Black Knight Doll;5;0.042801376;-0.26869425
Blue Sphere;5;0.23519571;-0.06781015
Bonelord Tome;1;0.41691974;0.0472637
Bronze Cup (Ascension);0;0.20810933;0.31113994
Bronze Cup (Honour);0;0.26462367;0.30346045
Bronze Cup (Radiance);1;0.35505906;0.18665749
Bronze Cup (Triumph);0;0.20634721;0.3400855
Bronze Cup (Valour);0;0.332453;0.25323123
Bronze Cup of Honour;0;0.22160384;0.29510462
Bronze Deed;0;0.25852522;0.23312245
Bronze Medal;0;0.21280009;0.3681813
Bronze Prison Key;0;0.17037557;0.3689573
Bronze Trophy of Excellence;0;0.19118088;0.2765279
Bronze Warrior Trophy;0;0.01184461;0.3186604
Champion's Cup;0;0.066419505;0.36949286
Chaos Critical Dice;5;0.15257524;0.033171155
Chayenne's Magical Key;0;-0.087508336;0.050948307
CM Token;5;0.32608035;0.15357094
Copper Prison Key;0;0.16320638;0.3361336
Crunor's Heart;5;0.09825631;0.13292842
Dark Oracle;1;0.20568459;-0.0087172575
Dark Wizard's Crown;1;0.023056159;-0.08589212
Draptor Doll;5;0.14177978;-0.28954434
Dread Doll;1;0.22013035;-0.2597843
Dream Matter;3;-0.09921653;-0.11750003
Duality Doll;5;0.08571709;-0.34719568
Elven Trophy;0;0.13288172;0.3292412
Epaminondas Doll;5;0.1131326;-0.3043594
Evora;1;0.41010463;0.04893161
Gold Cup (Ascension);0;0.19898507;0.2598731
Gold Cup (Honour);0;0.2547364;0.2906148
Gold Cup (Radiance);1;0.34357136;0.12777705
Gold Cup (Triumph);0;0.19107737;0.3184093
Gold Cup (Valour);0;0.31588486;0.23957603
Gold Deed;0;0.24787897;0.18434602
Gold Medal;0;0.22414953;0.32566035
Golden Prison Key;0;0.14592883;0.32395518
Golden Trophy of Excellence;0;0.19311434;0.25473124
Golden Warrior Trophy;0;-0.010942477;0.26542693
Heavily Bound Book;5;0.09698483;0.18264493
Heavy Medal;0;0.12361308;0.44900155
Hero's Medal;0;0.047775533;0.36982003
Journal Shield;1;0.3063307;0.06887432
Love Elixir;5;0.115220904;-0.0057467744
Luna (Tibia Goals);1;0.3347391;0.0216219
Magic Hat;5;-0.050000057;-0.071611516
Medal of Honour;0;0.11400304;0.36165005
Memory Box;5;0.36098236;-0.029253704
Midnight Panther Doll;5;0.045174304;-0.307856
Mini Mummy;3;-0.0890619;-0.18610302
Mini NabBot;5;0.3779202;0.04805707
Nightmare Doll;3;-0.05426283;-0.4877128
Omniscient Owl;3;-0.11199765;-0.11990302
Papyrus Deed;4;0.21584526;-0.01764422
Rat God Doll;3;-0.2387382;-0.28380495
Royal Medal;0;0.0869395;0.3203344
Seal of Quality;0;0.31077334;0.17543
Silver Cup (Ascension);0;0.24124758;0.26724482
Silver Cup (Honour);0;0.26585355;0.2979871
Silver Cup (Radiance);1;0.39052063;0.13479383
Silver Cup (Triumph);0;0.22681274;0.33186007
Silver Cup (Valour);0;0.3924213;0.2107407
Silver Cup of Honour;0;0.2438382;0.2730831
Silver Deed;0;0.268172;0.21491924
Silver Medal;0;0.22673687;0.319813
Silver Prison Key;0;0.1808338;0.35925028
Silver Trophy of Excellence;0;0.21753398;0.28892708
Silver Warrior Trophy;0;0.0319919;0.28090474
Snake God Trophy;0;-0.074899904;-0.06972518
The Dragon Spirit;3;-0.18942572;-0.2838624
The Epic Wisdom;0;-0.07048651;0.04383477
The Gods' Twilight Doll;3;-0.15755053;-0.2947061
Tibiapedia;5;0.3220741;0.030334389
Vampire Doll;3;-0.116423234;-0.41983828
War Backpack;4;0.27498496;0.16933209
White Lion Doll;5;0.07290318;-0.3397688
Wicked Witch;1;0.036468007;-0.24695541
Wooden Whistle;5;-0.07435696;-0.0017854656
Yeti Doll;5;0.16828702;-0.345263
Amber Kusarigama;2;-0.3763152;0.17399956
Bambus Jo;2;-0.32570958;0.23647068
Cobra Bo;2;-0.22187048;0.2929024
Crude Umbral Katar;2;-0.36005813;0.2211914
Depth Claws;2;-0.34065646;0.06524515
Drachaku;2;-0.27895904;0.0027881023
Draining Inferniarch Claws;2;-0.37738734;0.25721538
Eldritch Crescent Moon Spade;2;-0.27558798;0.11949723
Falcon Sai;2;-0.35039723;0.22160429
Fists of Enlightenment;2;-0.19809426;0.13732272
Gilded Eldritch Crescent Moon Spade;2;-0.2840728;0.12568338
Grand Sanguine Claws;2;-0.35431084;0.19707735
Inferniarch Claws;2;-0.36490577;0.23351982
Jo Staff;2;-0.28121248;0.3066514
Light Jo Staff;2;-0.2487447;0.25769287
Lion Claws;2;-0.39100927;0.20867483
Naga Katar;2;-0.36804426;0.19623257
Nunchaku;2;-0.28190148;0.22629368
Nunchaku of Destruction;2;-0.28641412;0.15799756
Nunchaku of Enlightenment;2;-0.19135615;0.08869295
Pair of Iron Fists;2;-0.25955287;0.18345526
Pair of Monk Fists;2;-0.2411267;0.17310993
Rending Inferniarch Claws;2;-0.38613927;0.26618242
Sai;2;-0.2633759;0.28756848
Sai of Enlightenment;2;-0.18210018;0.1201862
Sanguine Claws;2;-0.3944049;0.21762404
Simple Jo Staff;2;-0.33269012;0.07859809
Siphoning Inferniarch Claws;2;-0.3901343;0.21424781
Soulkamas;2;-0.3458531;0.18388394
Staff;3;-0.3364515;0.013931561
Traditional Sai;3;-0.35870355;0.11818857
Umbral Katar;2;-0.3096826;0.31162
Umbral Master Katar;2;-0.32575893;0.32352027
Abacus (Réplica);5;0.22003749;-0.064744495
Assassin Doll (Réplica);5;0.048743907;-0.43649873
Aurora's Collection (Réplica);4;0.16692308;-0.16858867
Aylie (Réplica);5;0.16161267;-0.10944752
Bag of Oriental Spices (Réplica);4;0.34690621;-0.33438915
Banor Doll (Réplica);5;0.18430823;-0.36240143
Bard Doll (Réplica);5;0.08839996;-0.40069422
Bookworm Doll (Réplica);3;0.04701667;-0.5382482
Chaos Critical Dice (Réplica);5;0.20947534;-0.029635789
Citizen Doll (Réplica);4;0.19411214;-0.42095712
Crimson Doll;5;0.07218447;-0.4473871
Doll of Durin The Almighty;3;-0.0020378178;-0.27394006
Dragon Eye (Réplica);3;-0.09385054;-0.303092
Dragon Goblet (Réplica);3;-0.06968414;-0.35844043
Draken Doll (Réplica);3;-0.10031084;-0.44338477
Dread Doll (Réplica);5;0.061072424;-0.42469567
Emblem (Réplica);5;0.20874438;0.14946137
Encyclopedia;5;0.092726216;0.058508553
Friendship Amulet (Réplica);0;-0.099740006;-0.10384776
Frozen Heart (Réplica);5;0.31735474;-0.09454562
Golden Falcon (Réplica);5;0.06445888;-0.086172834
Golden Newspaper (Réplica);4;0.3867887;-0.012970131
Goromaphone (Réplica);5;0.24167173;-0.11148757
Hand Puppets (Réplica);5;0.08999625;-0.2603504
Imortus (Réplica);5;0.2294742;-0.022790058
Jade Amulet (Réplica);0;-0.054440003;-0.07984354
Key of Numerous Locks (Réplica);0;0.20226885;0.09746349
Little Adventurer Doll (Réplica);3;0.037671033;-0.5253319
Loremaster Doll (Réplica);5;0.1260335;-0.39289618
Love Elixir (Réplica);5;0.1593328;-0.10350214
Lucky Clover Amulet (Réplica);0;0.018003443;-0.10127269
Magic Hat (Réplica);0;-0.011610786;-0.18786852
Mathmaster Shield (Réplica);5;0.13539796;0.024850892
Medusa Skull (Réplica);5;0.16668919;-0.25653446
Music Box (Réplica);4;0.37055874;-0.08208605
Noble Sword (Réplica);2;-0.02098913;0.21161966
Norseman Doll (Réplica);5;0.078052975;-0.36122507
Old Radio (Réplica);5;0.3534183;0.0599992
Orc's Jaw Shredder (Réplica);5;0.21890059;-0.103869565
Phoenix Statue (Réplica);4;0.15686859;-0.2497725
Pigeon Trophy (Réplica);0;0.07534207;-0.051510837
Shield of Destiny (Réplica);5;0.124903426;-0.019742586
Shield of Endless Search (Réplica);5;0.10707771;-0.08488053
The Dragon Spirit (Réplica);3;-0.16576262;-0.3794647
The Mexcalibur (Réplica);5;0.109438054;-0.08413572
Tibiora's Box (Réplica);4;0.38710564;-0.054824553
25 Years Backpack;4;0.33979374;0.018060692
Anniversary Backpack;4;0.35558435;0.0082404455
Artefact Box;0;0.19201745;-0.0711391
Backpack;4;0.38260612;-0.0007808273
Backpack of Holding;4;0.38112998;0.05026388
Bag;4;0.34737727;0.046055097
Basket;4;0.26768017;0.12070243
Beach Backpack;4;0.37403995;-0.026878936
Beach Bag;4;0.353368;-0.021171613
Birthday Backpack;4;0.3722819;-0.13346961
Blossom Bag;4;0.34087056;-0.21889786
Blue Backpack;4;0.4149401;-0.039176185
Blue Bag;4;0.40261945;-0.027889661
Book Backpack;4;0.07208185;-0.04706282
Box;4;0.330959;0.07432092
Box (Brown);4;0.28040048;-0.018392798
Brocade Backpack;4;0.3531824;0.009145295
Brocade Bag;4;0.34390387;0.039079852
Buggy Backpack;4;0.32222572;-0.130339
Bursa Obscura;5;0.16094676;0.18196464
Cake Backpack;4;0.35424125;-0.21325347
Camouflage Backpack;4;0.28620914;0.106921755
Camouflage Bag;4;0.2704279;0.13982679
Changing Backpack;4;0.26978168;-0.08315384
Chest;5;0.23700997;0.13446029
Christmas Present (Blue);4;0.3909488;-0.11229953
Christmas Present (Green);4;0.3855319;-0.056142017
Christmas Present (Red);4;0.36617094;-0.04177001
Crate;4;0.35862935;0.033409707
Crown Backpack;4;0.2720951;0.01855298
Crystal Backpack;4;0.36534345;-0.07573806
Deepling Backpack;3;-0.19708893;0.2070782
Demon Backpack;3;0.0067568882;-0.12859717
Dragon Backpack;3;0.0072389003;-0.2586296
Energetic Backpack;4;0.26542667;0.087432526
Exaltation Chest;5;0.2890039;0.11377603
Expedition Backpack;4;0.24584468;0.0022487575
Expedition Bag;4;0.19946556;0.05275188
Feedbag;4;0.060119815;-0.2759404
Festive Backpack;4;0.26033822;-0.12800798
Fur Backpack;4;0.26670602;-0.11174436
Fur Bag;2;-0.32824793;0.1947615
Galthen's Satchel;5;0.15962085;0.22113481
Ghost Backpack;3;-0.068421714;-0.331383
Glooth Backpack;4;0.39317054;-0.05047147
Golden Backpack;0;-0.00069527107;-0.0883874
Golden Bag;0;-0.011449238;-0.08623074
Green Backpack;4;0.3862786;-0.0034117866
Green Bag;4;0.3760731;0.028500302
Grey Backpack;4;0.37746513;-0.037020512
Grey Bag;4;0.3609075;-0.021932032
Heart Backpack;4;0.3101421;0.06622322
Jewel Case (Azul);0;0.14839277;-0.06650805
Jewelled Backpack;3;-0.24975754;-0.2258114
Lilypad Backpack;4;0.34007868;-0.11531751
Minotaur Backpack;4;0.24518606;-0.05881425
Moon Backpack;4;0.2701328;-0.031082653
Mushroom Backpack;3;-0.040799353;-0.2860443
Old and Used Backpack;4;0.34772593;-0.013814426
Orange Backpack;4;0.3748946;-0.017998535
Orange Bag;4;0.29677886;0.07752718
Pannier Backpack;4;0.36433914;0.012263543
Parcel;4;0.3639924;0.057108168
Peppermint Backpack;4;0.38589808;-0.19127837
Pillow Backpack;4;0.33381334;-0.119904116
Pirate Backpack;3;-0.08136008;0.027570494
Pirate Bag;5;-0.023663972;0.013882835
Present;4;0.30590093;0.1287235
Purple Backpack;4;0.3763169;-0.13527831
Purple Bag;4;0.37393042;-0.1230832
Raccoon Backpack;4;0.17614554;-0.061928883
Red Backpack;4;0.38038644;-0.013649576
Red Bag;4;0.3651679;0.023092136
Santa Backpack;4;0.3417719;-0.09446839
Shopping Bag;4;0.4202251;-0.12421118
Stamped Parcel;4;0.4298695;0.021003254
Treasure Chest (Marrom);0;0.1799924;-0.006353915
Treasure Chest (Ornamented);0;0.17859365;-0.02645157
Winged Backpack;5;0.017099392;0.00406733
Wolf Backpack;3;-0.06582836;-0.0021434613
Yellow Backpack;4;0.39836773;-0.0070857657
Yellow Bag;4;0.38433757;0.021626016
Zaoan Chess Box;0;0.1405214;0.15271841
Amber Rod;2;-0.17319557;-0.07256024
Cobra Rod;2;-0.19442326;-0.0698176
Deepling Ceremonial Dagger;2;-0.36688593;0.050357275
Deepling Fork;2;-0.28452677;0.006087389
Draining Inferniarch Rod;2;-0.31983605;-0.0060393573
Dream Blossom Staff;3;-0.37909183;-0.2941501
Eldritch Rod;2;-0.25402197;-0.09683026
Energized Limb;2;-0.34854603;0.0035552492
Falcon Rod;2;-0.17565726;0.025260478
Gilded Eldritch Rod;2;-0.24920309;-0.08284586
Glacial Rod;3;-0.18335648;-0.08707409
Grand Sanguine Rod;2;-0.25761074;-0.019230014
Hailstorm Rod;3;-0.45118943;-0.15849909
Inferniarch Rod;2;-0.32249966;-0.01919992
Jungle Rod;2;-0.2600366;-0.10849613
Lion Rod;2;-0.28595966;-0.0047411537
Moonlight Rod;3;-0.29411787;-0.26951954
Muck Rod;3;-0.3470104;-0.21631978
Naga Rod;2;-0.23338732;-0.05306679
Necrotic Rod;3;-0.40559673;-0.17562933
Northwind Rod;3;-0.25810453;-0.12545525
Ogre Scepta;3;-0.2524667;-0.092931114
Rending Inferniarch Rod;2;-0.32895252;-0.007368773
Rod of Destruction;2;-0.17139061;0.031098327
Sanguine Rod;2;-0.2624575;-0.03022261
Shimmer Rod;5;0.09862566;0.036082484
Siphoning Inferniarch Rod;2;-0.33171764;-0.036325302
Snakebite Rod;3;-0.3880088;-0.32938737
Soulhexer;2;-0.09208524;-0.08147457
Springsprout Rod;3;-0.4379812;-0.058848087
Terra Rod;3;-0.41861346;-0.18571547
The Chiller;5;-0.0046563786;-0.023317048
Underworld Rod;3;-0.50877434;-0.116944894
Animate Dead Rune;3;-0.42348436;-0.11591064
Avalanche Rune;2;-0.16440287;-0.048222534
Chameleon Rune;5;-0.052048005;0.013631179
Convince Creature Rune;3;-0.4210804;-0.13260882
Cure Poison Rune;3;-0.37885416;-0.059169285
Destroy Field Rune;2;-0.46681598;-0.025000643
Disintegrate Rune;3;-0.41722786;-0.118414454
Energy Bomb Rune;2;-0.21492648;0.02919336
Energy Field Rune;2;-0.36355594;-0.038863983
Energy Wall Rune;2;-0.2712705;0.03128314
Explosion Rune;2;-0.36358106;0.011314336
Fire Bomb Rune;2;-0.34619027;-0.059486214
Fire Field Rune;3;-0.39373526;-0.06386159
Fire Wall Rune;2;-0.32179376;-0.008281065
Fireball Rune;3;-0.30754167;-0.09215821
Great Fireball Rune;3;-0.2592017;-0.06579867
Heavy Magic Missile Rune;2;-0.41889417;-0.033261564
Holy Missile Rune;0;-0.122183934;0.23149362
Icicle Rune;5;0.026291998;-0.18818404
Intense Healing Rune;3;-0.3004696;0.015310818
Light Magic Missile Rune;2;-0.3635806;-0.048274115
Light Stone Shower Rune;1;0.06049886;-0.05360488
Lightest Magic Missile Rune;1;-0.1504707;0.042291984
Lightest Missile Rune;2;-0.39255092;-0.061652515
Magic Wall Rune;3;-0.24919386;-0.08306484
Paralyse Rune;2;-0.23822126;0.03240242
Poison Bomb Rune;2;-0.22398347;-0.017716156
Poison Field Rune;3;-0.43757036;-0.051637825
Poison Wall Rune;3;-0.3179354;-0.029187215
Soulfire Rune;3;-0.360276;-0.094871365
Stalagmite Rune;3;-0.4230628;-0.08393045
Stone Shower Rune;3;-0.08959069;-0.076679505
Sudden Death Rune;3;-0.38048688;-0.0005362456
Thunderstorm Rune;2;-0.21406092;-0.025598979
Ultimate Healing Rune;3;-0.2735127;0.01261354
Wild Growth Rune;3;-0.13850714;-0.067269236
Golden Rune Emblem (Animate Dead);3;-0.21065412;-0.115345195
Golden Rune Emblem (Avalanche);1;-0.1006664;-0.028916085
Golden Rune Emblem (Chameleon);1;-0.09042205;-0.15409562
Golden Rune Emblem (Desintegrate);1;-0.049179718;-0.038283207
Golden Rune Emblem (Destroy Field);1;-0.06275539;-0.03262883
Golden Rune Emblem (Energy Bomb);1;-0.10610171;-0.03337763
Golden Rune Emblem (Energy Wall);1;-0.047725793;-0.006117205
Golden Rune Emblem (Explosion);1;-0.09154852;-0.016274763
Golden Rune Emblem (Fire Bomb);1;-0.102947064;-0.046313267
Golden Rune Emblem (Fire Field);1;-0.09471468;-0.009587394
Golden Rune Emblem (Fireball);1;-0.1033363;-0.093333095
Golden Rune Emblem (Great Fireball);1;-0.110526256;-0.050123215
Golden Rune Emblem (HMM);1;-0.09991653;-0.056550663
Golden Rune Emblem (Holy Missile);1;-0.087205954;0.068315946
Golden Rune Emblem (Icicle);1;-0.014726895;-0.07480317
Golden Rune Emblem (LMM);1;-0.030182742;-0.010602704
Golden Rune Emblem (Magic Wall);1;-0.15012722;-0.07291993
Golden Rune Emblem (Paralyze);1;-0.055228412;0.0020794051
Golden Rune Emblem (Poison Bomb);1;-0.18023086;-0.06849462
Golden Rune Emblem (Soulfire);1;-0.15346432;-0.084698424
Golden Rune Emblem (Sudden Death);1;-0.18055503;-0.038453966
Golden Rune Emblem (Thunderstorm);1;-0.11016118;-0.042894367
Golden Rune Emblem (UH);1;-0.067711756;-0.020410873
Golden Rune Emblem (Wild Growth);1;-0.12578869;-0.12361104
Silver Rune Emblem (Animate Dead);3;-0.21264821;-0.07871513
Silver Rune Emblem (Avalanche);1;-0.09116974;0.046103746
Silver Rune Emblem (Chameleon);1;-0.09123724;-0.100471355
Silver Rune Emblem (Desintegrate);1;-0.039410442;0.032810368
Silver Rune Emblem (Destroy Field);1;-0.044877026;0.0575332
Silver Rune Emblem (Energy Bomb);1;-0.07945907;0.027898999
Silver Rune Emblem (Energy Wall);1;-0.01846292;0.053674664
Silver Rune Emblem (Explosion);1;-0.07754435;0.04907652
Silver Rune Emblem (Fire Bomb);1;-0.09976276;0.017312959
Silver Rune Emblem (Fire Field);1;-0.090628326;0.05874638
Silver Rune Emblem (Fireball);1;-0.095220305;-0.028186243
Silver Rune Emblem (Great Fireball);1;-0.10760538;0.015284977
Silver Rune Emblem (HMM);1;-0.09254578;0.023997461
Silver Rune Emblem (Holy Missile);1;-0.08352217;0.12376062
Silver Rune Emblem (Icicle);1;0.009378442;0.002333803
Silver Rune Emblem (LMM);1;-0.013754949;0.06565792
Silver Rune Emblem (Magic Wall);1;-0.13759436;-0.021157023
Silver Rune Emblem (Paralyze);1;-0.13374929;-0.036753498
Silver Rune Emblem (Poison Bomb);1;-0.1554156;-0.010332974
Silver Rune Emblem (Soulfire);1;-0.15172526;-0.017906124
Silver Rune Emblem (Sudden Death);3;-0.18575785;0.020389954
Silver Rune Emblem (Thunderstorm);1;-0.09540424;0.021700779
Silver Rune Emblem (UH);1;-0.066719055;0.05074778
Silver Rune Emblem (Wild Growth);1;-0.10164549;-0.03794469
Alchemist's Notepad;2;-0.31662333;-0.07412454
Arboreal Tome;2;-0.21880107;-0.12121152
Arcanomancer Folio;2;-0.2032575;-0.028213598
Book of Lies;3;-0.3869147;-0.085994616
Brain in a Jar;3;-0.31756777;-0.14246957
Cocoa Grimoire;2;-0.17186868;-0.093049616
Creamy Grimoire;2;-0.26242492;-0.14810036
Crude Umbral Spellbook;2;-0.36499146;-0.110739835
Depth Scutum;3;-0.3681227;-0.13065618
Eldritch Folio;2;-0.27633566;-0.014438412
Eldritch Tome;2;-0.29808328;-0.055419855
Lion Spellbook;2;-0.38551158;-0.057451036
Shoulder Plate;2;-0.26680574;0.031914793
Snake God's Wristguard;3;-0.4924879;-0.07950039
Spellbook;3;-0.46277788;-0.07445276
Spellbook of Ancient Arcana;3;-0.42851412;-0.054359317
Spellbook of Dark Mysteries;3;-0.4497352;-0.1064305
Spellbook of Enlightenment;3;-0.42688617;-0.3205045
Spellbook of Lost Souls;3;-0.4327434;-0.13922282
Spellbook of Mind Control;3;-0.46836236;-0.1564022
Spellbook of the Novice;3;-0.41244715;-0.12228348
Spellbook of Vigilance;2;-0.43658662;-0.09036919
Spellbook of Warding;3;-0.48416242;-0.036574673
Spellscroll of Prophecies;3;-0.42993358;-0.07945034
Spirit Guide;3;-0.4003657;-0.107983
Umbral Master Spellbook;2;-0.33938137;-0.109322384
Umbral Spellbook;2;-0.35748658;-0.111121014
Wooden Spellbook;3;-0.4081729;-0.18531962
Arena Badge;0;0.19822896;0.27003664
Arena Badge (Réplica);5;0.16926835;0.08627462
Behemoth Trophy;0;0.15580383;0.12837535
Birthday Cup;4;0.39582887;-0.041961268
Black Pit Demon;3;-0.18364605;-0.047056127
Blue Pit Demon;3;-0.021710003;-0.074001275
Blue Shark Trophy;0;0.15154994;-0.022229118
Bolfrim's Golden Bug Trophy;0;0.08698821;-0.05004185
Bonebeast Trophy;0;0.16302536;0.18040848
Bronze Cup (Ascension);0;0.2081094;0.31113997
Bronze Cup (Honour);0;0.26462367;0.30346045
Bronze Cup (Radiance);1;0.35505906;0.18665749
Bronze Cup (Triumph);0;0.20634721;0.3400855
Bronze Cup (Valour);0;0.332453;0.25323123
Bronze Cup of Honour;0;0.22160384;0.29510462
Bronze Trophy of Excellence;0;0.19118088;0.2765279
Bronze Warrior Trophy;0;0.011844603;0.31866044
Brown Pit Demon;3;-0.15922336;-0.12050991
Brown Shark Trophy;0;0.10945471;-0.036003437
Champion's Cup;0;0.06641944;0.36949292
Cyclops Trophy;0;0.039718762;0.050729614
Deer Trophy;0;-0.0035825898;0.13166685
Delany's Golden Bug Trophy;0;0.14592396;-0.04220573
Demon Trophy;3;-0.22084375;-0.14356028
Disgusting Trophy;0;0.1562489;0.07587579
Dragon Lord Trophy;0;-0.12296195;-0.06962127
Dragon Trophy;0;-0.040862653;-0.12867948
Draken Trophy;0;-0.13334422;0.010084082
Elven Trophy;0;0.13288172;0.3292412
Gilded Birthday Cup;4;0.36588335;-0.028481495
Gold Cup (Ascension);0;0.1989851;0.25987303
Gold Cup (Honour);0;0.2547364;0.2906148
Gold Cup (Radiance);1;0.34357134;0.12777705
Gold Cup (Triumph);0;0.19107743;0.31840926
Gold Cup (Valour);0;0.31588486;0.23957603
Golden Fafnar Trophy;1;0.2616279;0.18581535
Golden Shark Trophy;0;0.12914483;-0.0054311226
Golden Trophy of Excellence;0;0.19311434;0.25473124
Golden Warrior Trophy;0;-0.010942477;0.26542693
Green Pit Demon;3;-0.07285384;-0.04756476
Hammerhead Trophy;0;0.1294889;0.17928733
Lion Trophy;0;0.017876903;0.13030851
Lizard Trophy;3;-0.13978241;-0.17648533
Marlin Trophy;0;0.23305903;0.17107792
Minotaur Trophy;3;-0.25791496;-0.089575894
Orc Trophy;0;-0.022361942;0.17495064
Pantibian Amphora;5;0.11000856;-0.08867964
Phoenix Statue;1;0.25799608;-0.15593551
Pigeon Trophy;0;0.13473286;-0.024368836
Red Pit Demon;3;-0.12024407;-0.03822951
Sea Serpent Trophy;3;-0.120399565;-0.08791505
Shark Jaws;5;0.013121304;-0.10351175
Silver Cup (Ascension);0;0.24124758;0.26724482
Silver Cup (Honour);0;0.26585358;0.2979871
Silver Cup (Radiance);1;0.39052063;0.13479383
Silver Cup (Triumph);0;0.22681277;0.33186007
Silver Cup (Valour);0;0.39242136;0.21074058
Silver Cup of Honour;0;0.2438382;0.2730831
Silver Fafnar Trophy;1;0.27861926;0.25345808
Silver Trophy of Excellence;0;0.21753398;0.28892708
Silver Warrior Trophy;0;0.031991895;0.28090477
Siramal's Golden Bug Trophy;0;0.084591635;-0.03314992
Snake God Trophy;0;-0.074899904;-0.06972518
Souleater Trophy;0;0.02457702;0.05609752
Statue of Abyssador;0;0.024624882;-0.14846149
Statue of Deathstrike;0;0.032413777;0.045025706
Statue of Devovorga;0;0.048586667;-0.113561064
Statue of Gnomevil;0;0.055609223;-0.17749703
Stripped Shark Trophy;0;0.12593557;-0.020329563
The Famous Golden Bug;3;0.026354183;-0.2546329
Trophy of Feroxa;0;0.1786334;0.114378236
Trophy of Jaul;0;0.23899254;0.15499191
Trophy of Obujos;0;0.29436982;0.061561942
Trophy of Tanjis;0;0.16363783;0.07005441
Werebadger Trophy;0;0.06606008;0.22074898
Werebear Trophy;0;0.07898106;0.16391636
Wereboar Trophy;0;0.04443596;0.23307373
Werecrocodile Trophy;0;0.12038173;0.17184246
Werefox Trophy;0;0.09807212;0.16918413
Werehyaena Trophy;0;-0.0964763;0.067426614
Werepanther Trophy;0;0.09382545;0.22188577
Weretiger Trophy;0;0.07901954;0.18120275
Wolf Trophy;0;-0.1294949;0.11391162
Abridged Promotion Scroll;4;0.25789988;-0.118297525
Advanced Promotion Scroll;4;0.284081;-0.16013244
Alptramun's Toothbrush;5;0.30633032;0.016296292
Amber (Item);3;-0.14377324;-0.18476002
Amber with a Bug;3;-0.18085203;-0.22164111
Amber with a Dragonfly;3;-0.29667342;-0.34693098
Ancient Coin;5;-0.02316651;0.036650047
Ancient Liche Bone;5;-0.002324109;0.087967515
Arbaziloth Shoulder Piece;5;0.24463323;0.14058153
Bag You Covet;5;0.008787454;0.02272635
Bag You Desire;3;-0.38578075;-0.137172
Bar of Gold;3;-0.20953518;0.045577046
Basic Promotion Scroll;4;0.2753799;-0.14074299
Beast's Nightmare-Cushion;3;-0.21283817;-0.21931948
Behemoth Taming Stone;5;0.037535153;0.15940689
Black Pearl;3;-0.3292538;-0.32900676
Bladespark Figurine;5;0.11473448;-0.10185888
Blank Imbuement Scroll;3;-0.06428945;-0.14108458
Blank Rune;3;-0.441564;-0.19283716
Blood of the Mountain Charm;3;-0.20647976;-0.05018508
